STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00110338,"AURORA, IL US",2/29/2020,,,0,0,0,,28,13,13
USC00110338,"AURORA, IL US",3/1/2020,,,0,0,0,,37,13,34
USC00110338,"AURORA, IL US",3/2/2020,,,0,0,0,,60,29,31
USC00110338,"AURORA, IL US",3/3/2020,,,0,0,0,,44,27,28
USC00110338,"AURORA, IL US",3/4/2020,,,0,0,0,,48,28,35
USC00110338,"AURORA, IL US",3/5/2020,,,0,0,0,,47,29,34
USC00110338,"AURORA, IL US",3/6/2020,,,0,0,0,,51,30,30
USC00110338,"AURORA, IL US",3/7/2020,,,0,0,0,,41,22,23
USC00110338,"AURORA, IL US",3/8/2020,,,0,0,0,,51,23,36
USC00110338,"AURORA, IL US",3/9/2020,,,0.2,0,0,,65,36,46
USC00110338,"AURORA, IL US",3/10/2020,,,0.8,0,0,,55,37,37
USC00110338,"AURORA, IL US",3/11/2020,,,0.02,0,0,,49,37,37
USC00110338,"AURORA, IL US",3/12/2020,,,0,0,0,,44,36,36
USC00110338,"AURORA, IL US",3/13/2020,,,0,0,0,,53,32,32
USC00110338,"AURORA, IL US",3/14/2020,,,0,0,0,,49,32,36
USC00110338,"AURORA, IL US",3/15/2020,,,0.05,0,0,,37,32,33
USC00110338,"AURORA, IL US",3/16/2020,,,0,0,0,,45,28,30
USC00110338,"AURORA, IL US",3/17/2020,,,0.04,0,0,,38,30,35
USC00110338,"AURORA, IL US",3/18/2020,,,0,0,0,,47,32,39
USC00110338,"AURORA, IL US",3/19/2020,,,0.43,0,0,,44,39,40
USC00110338,"AURORA, IL US",3/20/2020,,,0.33,0,0,,61,40,40
USC00110338,"AURORA, IL US",3/21/2020,,,0,0,0,,41,25,25
USC00110338,"AURORA, IL US",3/22/2020,,,0,0,0,,37,24,27
USC00110338,"AURORA, IL US",3/23/2020,,,0.27,2,2,,34,27,31
USC00110338,"AURORA, IL US",3/24/2020,,,0,0,0,,42,30,30
USC00110338,"AURORA, IL US",3/25/2020,,,0,0,0,,49,30,30
USC00110338,"AURORA, IL US",3/26/2020,,,0,0,0,,55,30,44
USC00110338,"AURORA, IL US",3/27/2020,,,0.05,0,0,,52,37,37
USC00110338,"AURORA, IL US",3/28/2020,,,0.7,0,0,,54,37,48
USC00110338,"AURORA, IL US",3/29/2020,,,0.13,0,0,,65,47,47
USC00110338,"AURORA, IL US",3/30/2020,,,0.01,0,0,,47,37,37
USC00110338,"AURORA, IL US",3/31/2020,,,0,0,0,,51,36,36
USC00110338,"AURORA, IL US",4/1/2020,,,0,0,0,,41,36,37
USC00110338,"AURORA, IL US",4/2/2020,,,0,0,0,,55,33,34
USC00110338,"AURORA, IL US",4/3/2020,,,0.02,0,0,,62,34,48
USC00110338,"AURORA, IL US",4/4/2020,,,0.2,0,0,,69,37,37
USC00110338,"AURORA, IL US",4/5/2020,,,0,0,0,,47,35,36
USC00110338,"AURORA, IL US",4/6/2020,,,0,0,0,,55,33,37
USC00110338,"AURORA, IL US",4/7/2020,,,0.15,0,0,,64,37,55
USC00110338,"AURORA, IL US",4/8/2020,,,0,0,0,,80,52,53
USC00110338,"AURORA, IL US",4/9/2020,,,0.15,0,0,,74,37,37
USC00110338,"AURORA, IL US",4/10/2020,,,0,0,0,,49,30,31
USC00110338,"AURORA, IL US",4/11/2020,,,0,0,0,,50,31,44
USC00110338,"AURORA, IL US",4/12/2020,,,0.2,0,0,,63,44,48
USC00110338,"AURORA, IL US",4/13/2020,,,0,0,0,,64,34,35
USC00110338,"AURORA, IL US",4/14/2020,,,0.1,0,0,,43,27,27
USC00110338,"AURORA, IL US",4/15/2020,,,0.03,0,0,,39,25,25
USC00110338,"AURORA, IL US",4/16/2020,,,0,0,0,,39,25,25
USC00110338,"AURORA, IL US",4/17/2020,,,0.28,3,2,,45,25,32
USC00110338,"AURORA, IL US",4/18/2020,,,0.1,1,0,,41,31,37
USC00110338,"AURORA, IL US",4/19/2020,,,0,0,0,,57,31,43
USC00110338,"AURORA, IL US",4/20/2020,,,0,0,0,,60,33,34
USC00110338,"AURORA, IL US",4/21/2020,,,0.05,0,0,,63,34,34
USC00110338,"AURORA, IL US",4/22/2020,,,0,0,0,,53,34,40
USC00110338,"AURORA, IL US",4/23/2020,,,0,0,0,,63,40,48
USC00110338,"AURORA, IL US",4/24/2020,,,0,0,0,,59,41,42
USC00110338,"AURORA, IL US",4/25/2020,,,0.02,0,0,,53,41,44
USC00110338,"AURORA, IL US",4/26/2020,,,0.5,0,0,,46,40,42
USC00110338,"AURORA, IL US",4/27/2020,,,0,0,0,,65,39,45
USC00110338,"AURORA, IL US",4/28/2020,,,0.13,0,0,,66,45,52
USC00110338,"AURORA, IL US",4/29/2020,,,0.97,0,0,,74,51,51
USC00110338,"AURORA, IL US",4/30/2020,,,1.7,0,0,,54,44,46
USC00110338,"AURORA, IL US",5/1/2020,,,0,0,0,,62,37,39
USC00110338,"AURORA, IL US",5/2/2020,,,0,0,0,,66,39,57
USC00110338,"AURORA, IL US",5/3/2020,,,0,0,0,,75,48,51
USC00110338,"AURORA, IL US",5/4/2020,,,0,0,0,,72,39,40
USC00110338,"AURORA, IL US",5/5/2020,,,0.17,0,0,,50,40,41
USC00110338,"AURORA, IL US",5/6/2020,,,0.28,0,0,,47,37,40
USC00110338,"AURORA, IL US",5/7/2020,,,0,0,0,,63,40,45
USC00110338,"AURORA, IL US",5/8/2020,,,0,0,0,,66,38,38
USC00110338,"AURORA, IL US",5/9/2020,,,0,0,0,,48,30,32
USC00110338,"AURORA, IL US",5/10/2020,,,0,0,0,,59,32,48
USC00110338,"AURORA, IL US",5/11/2020,,,0,0,0,,49,36,40
USC00110338,"AURORA, IL US",5/12/2020,,,0.38,0,0,,51,35,38
USC00110338,"AURORA, IL US",5/13/2020,,,0,0,0,,62,38,46
USC00110338,"AURORA, IL US",5/14/2020,,,0.15,0,0,,67,46,54
USC00110338,"AURORA, IL US",5/15/2020,,,2.39,0,0,,73,54,59
USC00110338,"AURORA, IL US",5/16/2020,,,0,0,0,,75,51,52
USC00110338,"AURORA, IL US",5/17/2020,,,0.52,0,0,,71,51,58
USC00110338,"AURORA, IL US",5/18/2020,,,1.8,0,0,,67,55,56
USC00110338,"AURORA, IL US",5/19/2020,,,0.03,0,0,,66,52,53
USC00110338,"AURORA, IL US",5/20/2020,,,0,0,0,,59,53,55
USC00110338,"AURORA, IL US",5/21/2020,,,0,0,0,,66,48,56
USC00110338,"AURORA, IL US",5/22/2020,,,0,0,0,,69,56,58
USC00110338,"AURORA, IL US",5/23/2020,,,0,0,0,,71,50,56
USC00110338,"AURORA, IL US",5/24/2020,,,0.5,0,0,,76,56,60
USC00110338,"AURORA, IL US",5/25/2020,,,0.25,0,0,,87,60,67
USC00110338,"AURORA, IL US",5/26/2020,,,0,0,0,,83,62,69
USC00110338,"AURORA, IL US",5/27/2020,,,0,0,0,,85,59,70
USC00110338,"AURORA, IL US",5/28/2020,,,0.06,0,0,,82,66,67
USC00110338,"AURORA, IL US",5/29/2020,,,0.12,0,0,,79,57,60
USC00110338,"AURORA, IL US",5/30/2020,,,0,0,0,,73,52,54
USC00110338,"AURORA, IL US",5/31/2020,,,0,0,0,,71,49,50
USC00110338,"AURORA, IL US",6/1/2020,,,0,0,0,,72,45,57
USC00110338,"AURORA, IL US",6/2/2020,,,0.02,0,0,,74,57,64
USC00110338,"AURORA, IL US",6/3/2020,,,0,0,0,,93,64,68
USC00110338,"AURORA, IL US",6/4/2020,,,0.04,0,0,,82,65,67
USC00110338,"AURORA, IL US",6/5/2020,,,0,0,0,,86,67,69
USC00110338,"AURORA, IL US",6/6/2020,,,0,0,0,,86,64,65
USC00110338,"AURORA, IL US",6/7/2020,,,0,0,0,,78,57,59
USC00110338,"AURORA, IL US",6/8/2020,,,0,0,0,,80,54,63
USC00110338,"AURORA, IL US",6/9/2020,,,0,0,0,,83,63,69
USC00110338,"AURORA, IL US",6/10/2020,,,0.6,0,0,,86,67,69
USC00110338,"AURORA, IL US",6/11/2020,,,0.04,0,0,,81,56,57
USC00110338,"AURORA, IL US",6/12/2020,,,0,0,0,,79,55,58
USC00110338,"AURORA, IL US",6/13/2020,,,0,0,0,,82,52,54
USC00110338,"AURORA, IL US",6/14/2020,,,0,0,0,,68,52,54
USC00110338,"AURORA, IL US",6/15/2020,,,0,0,0,,71,50,54
USC00110338,"AURORA, IL US",6/16/2020,,,0,0,0,,76,54,58
USC00110338,"AURORA, IL US",6/17/2020,,,0,0,0,,83,58,64
USC00110338,"AURORA, IL US",6/18/2020,,,0,0,0,,86,63,67
USC00110338,"AURORA, IL US",6/19/2020,,,0,0,0,,88,64,67
USC00110338,"AURORA, IL US",6/20/2020,,,0,0,0,,90,67,74
USC00110338,"AURORA, IL US",6/21/2020,,,0.24,0,0,,85,67,68
USC00110338,"AURORA, IL US",6/22/2020,,,0.25,0,0,,85,67,68
USC00110338,"AURORA, IL US",6/23/2020,,,0.39,0,0,,86,60,61
USC00110338,"AURORA, IL US",6/24/2020,,,0,0,0,,77,57,59
USC00110338,"AURORA, IL US",6/25/2020,,,0,0,0,,79,56,60
USC00110338,"AURORA, IL US",6/26/2020,,,0.01,0,0,,86,60,70
USC00110338,"AURORA, IL US",6/27/2020,,,1.56,0,0,,80,60,67
USC00110338,"AURORA, IL US",6/28/2020,,,0,0,0,,87,63,69
USC00110338,"AURORA, IL US",6/29/2020,,,0,0,0,,87,69,72
USC00110338,"AURORA, IL US",6/30/2020,,,0.76,0,0,,89,69,70
USC00110338,"AURORA, IL US",7/1/2020,,,0,0,0,,87,69,70
USC00110338,"AURORA, IL US",7/2/2020,,,0,0,0,,88,67,68
USC00110338,"AURORA, IL US",7/3/2020,,,0,0,0,,88,65,67
USC00110338,"AURORA, IL US",7/4/2020,,,0,0,0,,87,64,66
USC00110338,"AURORA, IL US",7/5/2020,,,0,0,0,,86,63,66
USC00110338,"AURORA, IL US",7/6/2020,,,0,0,0,,91,66,70
USC00110338,"AURORA, IL US",7/7/2020,,,0,0,0,,89,70,73
USC00110338,"AURORA, IL US",7/8/2020,,,0.08,0,0,,91,71,72
USC00110338,"AURORA, IL US",7/9/2020,,,0,0,0,,88,71,72
USC00110338,"AURORA, IL US",7/10/2020,,,0.64,0,0,,88,70,70
USC00110338,"AURORA, IL US",7/11/2020,,,0.09,0,0,,83,62,63
USC00110338,"AURORA, IL US",7/12/2020,,,0.16,0,0,,83,60,66
USC00110338,"AURORA, IL US",7/13/2020,,,0,0,0,,78,62,63
USC00110338,"AURORA, IL US",7/14/2020,,,0,0,0,,78,59,65
USC00110338,"AURORA, IL US",7/15/2020,,,0,0,0,,80,65,69
USC00110338,"AURORA, IL US",7/16/2020,,,0.58,0,0,,78,63,66
USC00110338,"AURORA, IL US",7/17/2020,,,0,0,0,,80,61,66
USC00110338,"AURORA, IL US",7/18/2020,,,0,0,0,,83,66,72
USC00110338,"AURORA, IL US",7/19/2020,,,0.25,0,0,,85,71,74
USC00110338,"AURORA, IL US",7/20/2020,,,0.47,0,0,,81,64,64
USC00110338,"AURORA, IL US",7/21/2020,,,0,0,0,,83,64,69
USC00110338,"AURORA, IL US",7/22/2020,,,0.13,0,0,,77,68,69
USC00110338,"AURORA, IL US",7/23/2020,,,0,0,0,,83,62,62
USC00110338,"AURORA, IL US",7/24/2020,,,0,0,0,,79,62,62
USC00110338,"AURORA, IL US",7/25/2020,,,0,0,0,,85,62,65
USC00110338,"AURORA, IL US",7/26/2020,,,0,0,0,,86,65,73
USC00110338,"AURORA, IL US",7/27/2020,,,0.26,0,0,,90,71,71
USC00110338,"AURORA, IL US",7/28/2020,,,0,0,0,,82,62,63
USC00110338,"AURORA, IL US",7/29/2020,,,0,0,0,,85,63,69
USC00110338,"AURORA, IL US",7/30/2020,,,0.05,0,0,,84,69,71
USC00110338,"AURORA, IL US",7/31/2020,,,0.01,0,0,,84,62,64
USC00110338,"AURORA, IL US",8/1/2020,,,0,0,0,,81,59,65
USC00110338,"AURORA, IL US",8/2/2020,,,0,0,0,,75,63,64
USC00110338,"AURORA, IL US",8/3/2020,,,0.3,0,0,,83,59,60
USC00110338,"AURORA, IL US",8/4/2020,,,0,0,0,,66,56,57
USC00110338,"AURORA, IL US",8/5/2020,,,0,0,0,,73,52,53
USC00110338,"AURORA, IL US",8/6/2020,,,0,0,0,,76,53,59
USC00110338,"AURORA, IL US",8/7/2020,,,0,0,0,,80,58,58
USC00110338,"AURORA, IL US",8/8/2020,,,0,0,0,,81,58,64
USC00110338,"AURORA, IL US",8/9/2020,,,0,0,0,,85,64,69
USC00110338,"AURORA, IL US",8/10/2020,,,0,0,0,,86,67,70
USC00110338,"AURORA, IL US",8/11/2020,,,0.35,0,0,,87,53,63
USC00110338,"AURORA, IL US",8/12/2020,,,0,0,0,,84,59,60
USC00110338,"AURORA, IL US",8/13/2020,,,0,0,0,,82,60,65
USC00110338,"AURORA, IL US",8/14/2020,,,0,0,0,,84,64,64
USC00110338,"AURORA, IL US",8/15/2020,,,0,0,0,,86,64,65
USC00110338,"AURORA, IL US",8/16/2020,,,0.28,0,0,,86,58,59
USC00110338,"AURORA, IL US",8/17/2020,,,0,0,0,,80,59,64
USC00110338,"AURORA, IL US",8/18/2020,,,0,0,0,,79,63,64
USC00110338,"AURORA, IL US",8/19/2020,,,0,0,0,,79,57,58
USC00110338,"AURORA, IL US",8/20/2020,,,0,0,0,,83,58,59
USC00110338,"AURORA, IL US",8/21/2020,,,0,0,0,,79,58,61
USC00110338,"AURORA, IL US",8/22/2020,,,0,0,0,,81,58,59
USC00110338,"AURORA, IL US",8/23/2020,,,0,0,0,,83,59,64
USC00110338,"AURORA, IL US",8/24/2020,,,0,0,0,,85,64,67
USC00110338,"AURORA, IL US",8/25/2020,,,0,0,0,,90,67,71
USC00110338,"AURORA, IL US",8/26/2020,,,0,0,0,,89,71,72
USC00110338,"AURORA, IL US",8/27/2020,,,0,0,0,,89,71,72
USC00110338,"AURORA, IL US",8/28/2020,,,0,0,0,,90,72,72
USC00110338,"AURORA, IL US",8/29/2020,,,0,0,0,,89,67,67
USC00110338,"AURORA, IL US",8/30/2020,,,0,0,0,,76,60,61
USC00110338,"AURORA, IL US",8/31/2020,,,0,0,0,,82,59,61
USC00110338,"AURORA, IL US",9/1/2020,,,0,0,0,,78,61,65
USC00110338,"AURORA, IL US",9/2/2020,,,0.3,0,0,,70,64,67
USC00110338,"AURORA, IL US",9/3/2020,,,0,0,0,,85,63,65
USC00110338,"AURORA, IL US",9/4/2020,,,0,0,0,,84,51,51
USC00110338,"AURORA, IL US",9/5/2020,,,0,0,0,,79,50,59
USC00110338,"AURORA, IL US",9/6/2020,,,0.33,0,0,,77,59,60
USC00110338,"AURORA, IL US",9/7/2020,,,0.58,0,0,,80,58,66
USC00110338,"AURORA, IL US",9/8/2020,,,0.7,0,0,,80,58,58
USC00110338,"AURORA, IL US",9/9/2020,,,0.5,0,0,,63,57,59
USC00110338,"AURORA, IL US",9/10/2020,,,0.07,0,0,,64,53,55
USC00110338,"AURORA, IL US",9/11/2020,,,0.45,0,0,,68,54,60
USC00110338,"AURORA, IL US",9/12/2020,,,0.13,0,0,,66,59,63
USC00110338,"AURORA, IL US",9/13/2020,,,0.4,0,0,,71,59,59
USC00110338,"AURORA, IL US",9/14/2020,,,0,0,0,,78,55,55
USC00110338,"AURORA, IL US",9/15/2020,,,0,0,0,,74,55,57
USC00110338,"AURORA, IL US",9/16/2020,,,0,0,0,,77,56,57
USC00110338,"AURORA, IL US",9/17/2020,,,0,0,0,,83,56,61
USC00110338,"AURORA, IL US",9/18/2020,,,0,0,0,,69,51,51
USC00110338,"AURORA, IL US",9/19/2020,,,0,0,0,,62,42,42
USC00110338,"AURORA, IL US",9/20/2020,,,0,0,0,,66,41,45
USC00110338,"AURORA, IL US",9/21/2020,,,0,0,0,,71,45,48
USC00110338,"AURORA, IL US",9/22/2020,,,0,0,0,,75,45,50
USC00110338,"AURORA, IL US",9/23/2020,,,0,0,0,,78,50,55
USC00110338,"AURORA, IL US",9/24/2020,,,0,0,0,,79,54,54
USC00110338,"AURORA, IL US",9/25/2020,,,0,0,0,,77,53,56
USC00110338,"AURORA, IL US",9/26/2020,,,0,0,0,,78,55,59
USC00110338,"AURORA, IL US",9/27/2020,,,0,0,0,,79,59,64
USC00110338,"AURORA, IL US",9/28/2020,,,0.52,0,0,,75,51,51
USC00110338,"AURORA, IL US",9/29/2020,,,0.14,0,0,,62,42,43
USC00110338,"AURORA, IL US",9/30/2020,,,0,0,0,,58,42,50
USC00110338,"AURORA, IL US",10/1/2020,,,0,0,0,,65,42,43
USC00110338,"AURORA, IL US",10/2/2020,,,0,0,0,,58,42,43
USC00110338,"AURORA, IL US",10/3/2020,,,0,0,0,,56,41,44
USC00110338,"AURORA, IL US",10/4/2020,,,0.18,0,0,,54,41,41
USC00110338,"AURORA, IL US",10/5/2020,,,0,0,0,,55,33,34
USC00110338,"AURORA, IL US",10/6/2020,,,0,0,0,,61,34,46
USC00110338,"AURORA, IL US",10/7/2020,,,0,0,0,,75,46,55
USC00110338,"AURORA, IL US",10/8/2020,,,0,0,0,,75,45,45
USC00110338,"AURORA, IL US",10/9/2020,,,0,0,0,,71,45,51
USC00110338,"AURORA, IL US",10/10/2020,,,0,0,0,,81,51,60
USC00110338,"AURORA, IL US",10/11/2020,,,0,0,0,,77,52,58
USC00110338,"AURORA, IL US",10/12/2020,,,0,0,0,,75,55,57
USC00110338,"AURORA, IL US",10/13/2020,,,0.1,0,0,,64,39,39
USC00110338,"AURORA, IL US",10/14/2020,,,0,0,0,,73,39,46
USC00110338,"AURORA, IL US",10/15/2020,,,0,0,0,,78,46,48
USC00110338,"AURORA, IL US",10/16/2020,,,0,0,0,,56,33,34
USC00110338,"AURORA, IL US",10/17/2020,,,0.02,0,0,,55,33,40
USC00110338,"AURORA, IL US",10/18/2020,,,0,0,0,,64,40,54
USC00110338,"AURORA, IL US",10/19/2020,,,0.27,0,0,,54,37,38
USC00110338,"AURORA, IL US",10/20/2020,,,0.05,0,0,,51,37,38
USC00110338,"AURORA, IL US",10/21/2020,,,0.2,0,0,,51,38,45
USC00110338,"AURORA, IL US",10/22/2020,,,2.05,0,0,,58,44,47
USC00110338,"AURORA, IL US",10/23/2020,,,0,0,0,,77,46,66
USC00110338,"AURORA, IL US",10/24/2020,,,0.57,0,0,,66,32,32
USC00110338,"AURORA, IL US",10/25/2020,,,0,0,0,,47,32,38
USC00110338,"AURORA, IL US",10/26/2020,,,0,0,0,,46,31,33
USC00110338,"AURORA, IL US",10/27/2020,,,0,0,0,,,32,33
USC00110338,"AURORA, IL US",10/28/2020,,,0.05,0,0,,,29,29
USC00110338,"AURORA, IL US",10/29/2020,,,0,0,0,,49,28,41
USC00110338,"AURORA, IL US",10/30/2020,,,0,0,0,,49,28,28
USC00110338,"AURORA, IL US",10/31/2020,,,0,0,0,,43,27,31
USC00110338,"AURORA, IL US",11/1/2020,,,0,0,0,,58,31,33
USC00110338,"AURORA, IL US",11/2/2020,,,0,0,0,,41,24,24
USC00110338,"AURORA, IL US",11/3/2020,,,0,0,0,,56,23,35
USC00110338,"AURORA, IL US",11/4/2020,,,0,0,0,,69,24,46
USC00110338,"AURORA, IL US",11/5/2020,,,0,0,0,,72,46,54
USC00110338,"AURORA, IL US",11/6/2020,,,0,0,0,,71,43,46
USC00110338,"AURORA, IL US",11/7/2020,,,0,0,0,,74,46,48
USC00110338,"AURORA, IL US",11/8/2020,,,0,0,0,,72,47,53
USC00110338,"AURORA, IL US",11/9/2020,,,0,0,0,,75,53,60
USC00110338,"AURORA, IL US",11/10/2020,,,0,0,0,,73,60,63
USC00110338,"AURORA, IL US",11/11/2020,,,0.5,0,0,,72,33,33
USC00110338,"AURORA, IL US",11/12/2020,,,0,0,0,,44,33,34
USC00110338,"AURORA, IL US",11/13/2020,,,0,0,0,,53,30,30
USC00110338,"AURORA, IL US",11/14/2020,,,0,0,0,,38,26,28
USC00110338,"AURORA, IL US",11/15/2020,,,0.24,0,0,,54,28,41
USC00110338,"AURORA, IL US",11/16/2020,,,0.07,0,0,,41,30,30
USC00110338,"AURORA, IL US",11/17/2020,,,0,0,0,,48,28,28
USC00110338,"AURORA, IL US",11/18/2020,,,0.02,0,0,,40,28,33
USC00110338,"AURORA, IL US",11/19/2020,,,0,0,0,,50,33,47
USC00110338,"AURORA, IL US",11/20/2020,,,0,0,0,,66,46,48
USC00110338,"AURORA, IL US",11/21/2020,,,0,0,0,,60,35,35
USC00110338,"AURORA, IL US",11/22/2020,,,0,0,0,,45,35,39
USC00110338,"AURORA, IL US",11/23/2020,,,0,0,0,,46,29,30
USC00110338,"AURORA, IL US",11/24/2020,,,0.16,3,3,,45,29,32
USC00110338,"AURORA, IL US",11/25/2020,,,0.6,0,0,,43,32,43
USC00110338,"AURORA, IL US",11/26/2020,,,0.4,0,0,,46,40,40
USC00110338,"AURORA, IL US",11/27/2020,,,0,0,0,,44,36,36
USC00110338,"AURORA, IL US",11/28/2020,,,0,0,0,,43,27,28
USC00110338,"AURORA, IL US",11/29/2020,,,0,0,0,,49,27,34
USC00110338,"AURORA, IL US",11/30/2020,,,0,0,0,,46,31,31
USC00110338,"AURORA, IL US",12/1/2020,,,0,0,0,,32,19,19
USC00110338,"AURORA, IL US",12/2/2020,,,0,0,0,,33,19,21
USC00110338,"AURORA, IL US",12/3/2020,,,0,0,0,,46,21,26
USC00110338,"AURORA, IL US",12/4/2020,,,0,0,0,,44,25,29
USC00110338,"AURORA, IL US",12/5/2020,,,0,0,0,,43,24,25
USC00110338,"AURORA, IL US",12/6/2020,,,0,0,0,,42,24,32
USC00110338,"AURORA, IL US",12/7/2020,,,0.01,0,0,,36,31,32
USC00110338,"AURORA, IL US",12/8/2020,,,0.01,0,0,,38,31,31
USC00110338,"AURORA, IL US",12/9/2020,,,0,0,0,,34,29,29
USC00110338,"AURORA, IL US",12/10/2020,,,0,0,0,,52,27,28
USC00110338,"AURORA, IL US",12/11/2020,,,0,0,0,,57,28,41
USC00110338,"AURORA, IL US",12/12/2020,,,1.51,0,0,,43,39,39
USC00110338,"AURORA, IL US",12/13/2020,,,0.18,0,0,,40,25,26
USC00110338,"AURORA, IL US",12/14/2020,,,0,0,0,,35,25,27
USC00110338,"AURORA, IL US",12/15/2020,,,0,0,0,,29,18,18
USC00110338,"AURORA, IL US",12/16/2020,,,0,0,0,,33,18,29
USC00110338,"AURORA, IL US",12/17/2020,,,0,0,0,,31,28,30
USC00110338,"AURORA, IL US",12/18/2020,,,0,0,0,,32,20,22
USC00110338,"AURORA, IL US",12/19/2020,,,0,0,0,,36,22,36
USC00110338,"AURORA, IL US",12/20/2020,,,0,0,0,,43,30,30
USC00110338,"AURORA, IL US",12/21/2020,,,0,0,0,,41,29,33
USC00110338,"AURORA, IL US",12/22/2020,,,0,0,0,,45,28,28
USC00110338,"AURORA, IL US",12/23/2020,,,0,0,0,,45,27,45
USC00110338,"AURORA, IL US",12/24/2020,,,0.25,0,0,,56,10,10
USC00110338,"AURORA, IL US",12/25/2020,,,0.01,0.1,0,,15,6,8
USC00110338,"AURORA, IL US",12/26/2020,,,0,0,0,,21,8,18
USC00110338,"AURORA, IL US",12/27/2020,,,0,0,0,,34,17,27
USC00110338,"AURORA, IL US",12/28/2020,,,0,0,0,,46,27,28
USC00110338,"AURORA, IL US",12/29/2020,,,0,0,0,,32,15,17
USC00110338,"AURORA, IL US",12/30/2020,,,0.8,3,3,,33,17,32
USC00110338,"AURORA, IL US",12/31/2020,,,0,0,0,,34,21,22
USC00110338,"AURORA, IL US",1/1/2021,,,0,0,0,,28,18,25
USC00110338,"AURORA, IL US",1/2/2021,,,0.32,2,2,,33,25,26
USC00110338,"AURORA, IL US",1/3/2021,,,0.12,0.7,2,,32,26,29
USC00110338,"AURORA, IL US",1/4/2021,,,0,0,2,,31,22,23
USC00110338,"AURORA, IL US",1/5/2021,,,0.01,0,2,,30,22,30
USC00110338,"AURORA, IL US",1/6/2021,,,0,0,1,,32,26,28
USC00110338,"AURORA, IL US",1/7/2021,,,0,0,1,,39,28,32
USC00110338,"AURORA, IL US",1/8/2021,,,0,0,1,,35,32,32
USC00110338,"AURORA, IL US",1/9/2021,,,0,0,1,,35,26,27
USC00110338,"AURORA, IL US",1/10/2021,,,0,0,1,,34,21,26
USC00110338,"AURORA, IL US",1/11/2021,,,0,0,1,,27,20,22
USC00110338,"AURORA, IL US",1/12/2021,,,0,0,1,,28,22,25
USC00110338,"AURORA, IL US",1/13/2021,,,0,0,1,,36,25,29
USC00110338,"AURORA, IL US",1/14/2021,,,0,0,1,,40,29,31
USC00110338,"AURORA, IL US",1/15/2021,,,0.25,0,1,,37,31,32
USC00110338,"AURORA, IL US",1/16/2021,,,0.15,1,1,,35,26,32
USC00110338,"AURORA, IL US",1/17/2021,,,0.05,1,1,,36,27,27
USC00110338,"AURORA, IL US",1/18/2021,,,0.01,0,1,,30,24,25
USC00110338,"AURORA, IL US",1/19/2021,,,0,0,1,,27,16,17
USC00110338,"AURORA, IL US",1/20/2021,,,0.02,0.5,1,,32,11,11
USC00110338,"AURORA, IL US",1/21/2021,,,0,0,1,,34,10,28
USC00110338,"AURORA, IL US",1/22/2021,,,0,0,1,,38,13,13
USC00110338,"AURORA, IL US",1/23/2021,,,0,0,1,,17,6,6
USC00110338,"AURORA, IL US",1/24/2021,,,0.01,0,1,,30,6,26
USC00110338,"AURORA, IL US",1/25/2021,,,0,0,1,,34,26,28
USC00110338,"AURORA, IL US",1/26/2021,,,0.25,4,5,,33,27,29
USC00110338,"AURORA, IL US",1/27/2021,,,0.01,0.9,5,,30,15,15
USC00110338,"AURORA, IL US",1/28/2021,,,0,0,5,,26,6,6
USC00110338,"AURORA, IL US",1/29/2021,,,0,0,5,,22,6,14
USC00110338,"AURORA, IL US",1/30/2021,,,0,0,4,,31,14,30
USC00110338,"AURORA, IL US",1/31/2021,,,0.65,8,12,,34,28,29
USC00110338,"AURORA, IL US",2/1/2021,,,0.01,0.5,12,,32,22,22
USC00110338,"AURORA, IL US",2/2/2021,,,0,0,12,,32,19,19
USC00110338,"AURORA, IL US",2/3/2021,,,0,0,7,,31,10,10
USC00110338,"AURORA, IL US",2/4/2021,,,0,0,6,,33,10,31
USC00110338,"AURORA, IL US",2/5/2021,,,0.2,2,8,,36,10,10
USC00110338,"AURORA, IL US",2/6/2021,,,0,0,8,,14,1,1
USC00110338,"AURORA, IL US",2/7/2021,,,0.04,0.8,9,,10,-11,-11
USC00110338,"AURORA, IL US",2/8/2021,,,0,0,9,,1,-11,1
USC00110338,"AURORA, IL US",2/9/2021,,,0.08,3,12,,12,-1,-1
USC00110338,"AURORA, IL US",2/10/2021,,,0,0,12,,15,-1,6
USC00110338,"AURORA, IL US",2/11/2021,,,0.01,0,12,,15,2,2
USC00110338,"AURORA, IL US",2/12/2021,,,0,0,12,,20,1,7
USC00110338,"AURORA, IL US",2/13/2021,,,0.07,2,13,,12,2,2
USC00110338,"AURORA, IL US",2/14/2021,,,0.06,2,14,,7,-6,-5
USC00110338,"AURORA, IL US",2/15/2021,,,0.01,0.5,14,,0,-6,-1
USC00110338,"AURORA, IL US",2/16/2021,,,0.11,2.8,16,,9,-1,6
USC00110338,"AURORA, IL US",2/17/2021,,,0,0,15,,19,-2,-2
USC00110338,"AURORA, IL US",2/18/2021,,,0.01,0.5,16,,22,-2,15
USC00110338,"AURORA, IL US",2/19/2021,,,0.01,0.2,16,,24,1,2
USC00110338,"AURORA, IL US",2/20/2021,,,0,0,15,,19,-1,0
USC00110338,"AURORA, IL US",2/21/2021,,,0,0,15,,28,-1,19
